,id,curr_liv_pref,age,mv,compul_edu_pref,compul_edu_ctype,num_sib,b_ord,num_sib_male,b_ord_male,curr_emp_pos,curr_pref,curr_ctype,curr_ind,curr_ind_maj,curr_ind_min,curr_pos,curr_f_sz,curr_chnl,curr_s_age,curr_e_age,tot_num_trans_btw_frms,q7,q8,q9_1,q9_2,q9_3,q9_4,q9_5,q10,q11,q11sq1,q11sq2_1,q11sq2_2,q11sq2_3,q11sq2_4,q11sq2_5,q11sq2_6,q11sq2_7,q12,q13,q13sq1,q13sq2,q13sq3,q13sq4_1,q13sq4_2,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,init_frm_id,init_est_id,init_emp_pos,init_pref,init_ctype,init_ind,init_ind_maj,init_ind_min,init_pos,init_f_sz,init_chnl,init_s_age,init_e_age,init_chng_rsn,1st_frm_id,1st_est_id,1st_emp_pos,1st_pref,1st_ctype,1st_ind,1st_ind_maj,1st_ind_min,1st_pos,1st_f_sz,1st_chnl,1st_s_age,1st_e_age,1st_chng_rsn,2nd_frm_id,2nd_est_id,2nd_emp_pos,2nd_pref,2nd_ctype,2nd_ind,2nd_ind_maj,2nd_ind_min,2nd_pos,2nd_f_sz,2nd_chnl,2nd_s_age,2nd_e_age,2nd_chng_rsn,3rd_frm_id,3rd_est_id,3rd_emp_pos,3rd_pref,3rd_ctype,3rd_ind,3rd_ind_maj,3rd_ind_min,3rd_pos,3rd_f_sz,3rd_chnl,3rd_s_age,3rd_e_age,3rd_chng_rsn,4th_frm_id,4th_est_id,4th_emp_pos,4th_pref,4th_ctype,4th_ind,4th_ind_maj,4th_ind_min,4th_pos,4th_f_sz,4th_chnl,4th_s_age,4th_e_age,4th_chng_rsn,5th_frm_id,5th_est_id,5th_emp_pos,5th_pref,5th_ctype,5th_ind,5th_ind_maj,5th_ind_min,5th_pos,5th_f_sz,5th_chnl,5th_s_age,5th_e_age,5th_chng_rsn,6th_frm_id,6th_est_id,6th_emp_pos,6th_pref,6th_ctype,6th_ind,6th_ind_maj,6th_ind_min,6th_pos,6th_f_sz,6th_chnl,6th_s_age,6th_e_age,6th_chng_rsn,7th_frm_id,7th_est_id,7th_emp_pos,7th_pref,7th_ctype,7th_ind,7th_ind_maj,7th_ind_min,7th_pos,7th_f_sz,7th_chnl,7th_s_age,7th_e_age,7th_chng_rsn,8th_frm_id,8th_est_id,8th_emp_pos,8th_pref,8th_ctype,8th_ind,8th_ind_maj,8th_ind_min,8th_pos,8th_f_sz,8th_chnl,8th_s_age,8th_e_age,8th_chng_rsn,9th_frm_id,9th_est_id,9th_emp_pos,9th_pref,9th_ctype,9th_ind,9th_ind_maj,9th_ind_min,9th_pos,9th_f_sz,9th_chnl,9th_s_age,9th_e_age,9th_chng_rsn,10th_frm_id,10th_est_id,10th_emp_pos,10th_pref,10th_ctype,10th_ind,10th_ind_maj,10th_ind_min,10th_pos,10th_f_sz,10th_chnl,10th_s_age,10th_e_age,10th_chng_rsn,11th_frm_id,11th_est_id,11th_emp_pos,11th_pref,11th_ctype,11th_ind,11th_ind_maj,11th_ind_min,11th_pos,11th_f_sz,11th_chnl,11th_s_age,11th_e_age,11th_chng_rsn,12th_frm_id,12th_est_id,12th_emp_pos,12th_pref,12th_ctype,12th_ind,12th_ind_maj,12th_ind_min,12th_pos,12th_f_sz,12th_chnl,12th_s_age,12th_e_age,12th_chng_rsn,13th_frm_id,13th_est_id,13th_emp_pos,13th_pref,13th_ctype,13th_ind,13th_ind_maj,13th_ind_min,13th_pos,13th_f_sz,13th_chnl,13th_s_age,13th_e_age,13th_chng_rsn,14th_frm_id,14th_est_id,14th_emp_pos,14th_pref,14th_ctype,14th_ind,14th_ind_maj,14th_ind_min,14th_pos,14th_f_sz,14th_chnl,14th_s_age,14th_e_age,14th_chng_rsn,15th_frm_id,15th_est_id,15th_emp_pos,15th_pref,15th_ctype,15th_ind,15th_ind_maj,15th_ind_min,15th_pos,15th_f_sz,15th_chnl,15th_s_age,15th_e_age,15th_chng_rsn,16th_frm_id,16th_est_id,16th_emp_pos,16th_pref,16th_ctype,16th_ind,16th_ind_maj,16th_ind_min,16th_pos,16th_f_sz,16th_chnl,16th_s_age,16th_e_age,16th_chng_rsn,17th_frm_id,17th_est_id,17th_emp_pos,17th_pref,17th_ctype,17th_ind,17th_ind_maj,17th_ind_min,17th_pos,17th_f_sz,17th_chnl,17th_s_age,17th_e_age,17th_chng_rsn,inst_1,inst_2,inst_3,sts,sts_mfg,sts_ag,sts_med,sts_hlth,sts_educ,sts_com,sts_he,q18sq2_1_1,q18sq2_1_2,q18sq2_1_3,q18sq2_1_4,q18sq2_1_5,q18sq2_1_7,q18sq2_2_1,q18sq2_2_2,q18sq2_2_3,q18sq2_2_4,q18sq2_2_5,q18sq2_2_7,q18sq2_3_1,q18sq2_3_2,q18sq2_3_3,q18sq2_3_4,q18sq2_3_5,q18sq2_3_7,q19,q19sq1_1,q19sq1_2,q19sq1_3,q19sq1_4,q19sq1_5,q19sq2_1,q19sq2_2,q19sq2_3,q19sq2_4,q19sq2_5,q19sq3_1,q19sq3_2,q19sq3_3,q19sq3_4,q19sq3_5,q20,q20sq2,q21,q22,q22sq1,q22sq2,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_8,q23_9,q23_10,q24,q25,q25sq1,q25sq2,q25sq3,init_j_edu_deg,init_j_edu_hs_maj,init_j_edu_clg_maj,init_j_edu_pref,init_j_edu_est,init_j_edu_crs,init_j_edu_grad,init_j_edu_s_age,init_j_edu_e_age,q27,fin_edu_deg,fin_edu_hs_maj,fin_edu_clg_maj,fin_edu_pref,fin_edu_est,fin_edu_crs,fin_edu_grad,fin_edu_s_age,fin_edu_e_age,marr,marr_age,1st_cld_born_age,q29_3,q29_4,wife,wife_emp_pos,wife_ind,wife_ind_maj,wife_ind_min,wife_pos,wife_f_sz,wife_fin_edu,inc_hh,q32_1,inc_ind,q33_1,chrt,chrt_sz
10,11,10,53,2,10,2,5,2,3,1,2,12,1,84,2,50,6,8,6,51,53,2,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,2,2,98,8,8,98,98,2,1,2,2,9,9,0,0,2,40,2,84,3,55,1,8,2,19,28,1,0,1,2,12,1,84,3,55,3,8,8,28,38,1,0,2,2,29,1,84,2,50,4,8,8,38,49,14,1,0,2,10,3,45,2,50,5,7,6,49,51,2,2,0,2,12,1,84,2,50,6,8,6,51,53,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,4,1,0,0,0,0,0,0,1,3,7,1,28,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,1,3,2,2,2,2,2,2,2,3,1,9,98,98,98,4,8,8,99,9,1,1,15,18,1,5,8,8,99,9,9,9,18,21,1,29,80,98,98,1,7,13,97,997,8,98,3,11,998,11,998,1928,92
11,12,10,48,2,12,1,3,3,3,3,2,12,1,85,1,36,5,8,8,43,48,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,14,2,98,8,8,98,98,2,1,2,2,2,2,0,0,2,12,1,64,3,54,1,8,2,23,33,14,1,0,2,12,1,85,1,36,2,8,5,33,39,1,1,0,2,12,1,85,1,36,4,8,8,39,43,1,1,0,2,12,1,85,1,36,5,8,8,43,48,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,1,0,0,0,0,0,0,1,3,7,1,33,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,1,2,1,3,2,1,1,1,3,3,1,2,98,98,98,10,8,1,12,1,1,1,19,23,2,98,8,8,98,8,8,8,98,98,1,24,25,80,98,1,7,13,97,997,8,98,9,20,998,20,998,1933,117
12,13,10,39,2,12,1,2,2,1,1,2,12,1,98,2,47,4,9,8,35,39,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,17,2,98,8,8,98,98,9,1,9,9,9,8,0,0,2,12,1,98,3,54,1,9,5,22,24,1,0,0,2,12,1,98,3,54,3,9,8,24,35,1,0,0,2,12,1,98,2,47,4,9,8,35,39,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,5,1,0,0,0,0,0,0,1,3,7,1,30,1,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,4,21,4,8,8,8,98,8,8,8,8,98,8,8,2,8,1,1,1,3,1,3,2,1,1,2,1,3,2,1,1,2,98,98,98,10,8,1,12,3,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,27,31,80,98,1,7,13,97,997,8,98,7,11,998,10,998,1942,147
13,14,10,37,2,14,3,6,5,3,3,2,12,1,91,3,54,1,7,4,23,37,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,14,2,98,8,8,98,98,2,1,2,1,2,2,0,0,2,12,1,40,4,70,1,5,5,22,23,10,1,0,2,12,1,91,3,54,1,7,4,23,37,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,8,1,0,0,0,0,0,0,1,3,7,1,25,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,1,2,8,8,2,3,2,1,3,2,3,3,2,3,2,2,98,98,98,10,8,1,12,3,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,9,13,998,13,998,1944,115
14,15,10,42,2,40,1,6,2,4,2,2,12,1,40,2,50,4,8,8,40,42,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,21,1,30,4,2,5,6,2,1,2,2,1,1,0,0,2,40,1,98,3,54,1,9,3,18,21,10,1,0,2,12,1,40,3,54,1,8,2,21,30,1,1,0,2,12,1,40,3,54,2,8,8,30,35,1,1,0,2,12,1,40,3,54,3,8,8,35,40,1,1,0,2,12,1,40,2,50,4,8,8,40,42,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,8,1,0,0,0,0,0,0,1,3,9,1,20,1,1,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,7,9,1,9,9,1,3,9,1,9,2,3,3,3,3,1,2,98,98,98,8,3,8,40,2,1,1,15,18,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,7,99,998,99,998,1939,105
15,16,10,44,2,29,1,7,6,5,4,2,12,1,50,2,50,5,7,8,39,44,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,22,1,34,3,1,99,99,9,9,9,9,9,8,0,0,2,12,1,50,3,54,1,7,1,22,28,1,0,0,2,12,1,50,3,54,3,7,8,28,32,1,0,0,2,12,1,50,2,50,4,7,8,32,39,1,0,0,2,12,1,50,2,50,5,7,8,39,44,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,9,2,8,8,1,3,3,2,3,3,3,3,3,3,1,2,98,98,98,10,8,2,30,2,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,7,9,998,9,998,1937,118
16,17,10,39,1,10,3,2,1,1,1,2,12,1,40,2,50,4,7,8,36,39,2,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,8,2,98,8,8,98,98,2,1,2,2,2,2,0,0,2,12,1,25,4,70,1,3,2,22,25,11,1,0,2,12,1,85,4,70,1,4,1,25,31,2,2,0,2,12,1,40,4,70,2,7,5,31,34,1,2,0,2,12,1,40,4,70,3,7,8,34,36,1,2,0,2,12,1,40,2,50,4,7,8,36,39,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,8,1,0,0,0,0,0,0,1,3,7,1,25,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,5,2,8,8,2,3,3,2,3,3,2,2,3,3,2,1,34,3,5,10,8,1,12,1,1,2,19,22,2,98,8,8,98,8,8,8,98,98,1,29,31,80,98,1,2,91,10,273,1,9,7,13,998,9,998,1942,147
17,18,10,46,2,38,9,3,2,3,2,2,12,1,99,2,50,5,5,8,42,46,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,24,2,98,8,8,98,98,2,1,2,2,1,8,0,0,2,12,1,99,3,54,1,5,5,22,25,1,0,0,2,12,1,99,3,54,3,5,8,25,33,1,0,0,2,12,1,99,2,50,4,5,8,33,42,1,0,0,2,12,1,99,2,50,5,5,8,42,46,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,8,1,0,0,0,0,0,1,1,2,6,3,32,1,8,3,7,1,38,1,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,7,1,7,9,1,3,2,1,3,1,3,3,1,3,1,2,98,98,98,10,8,1,14,2,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,27,29,80,98,1,7,13,97,997,8,98,7,99,998,99,998,1935,115
18,19,10,40,2,4,2,2,2,2,2,2,12,1,99,2,50,4,8,8,38,40,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,15,9,98,8,8,98,98,9,9,9,9,9,2,0,0,2,12,1,99,99,999,1,7,1,22,25,10,1,0,2,12,1,99,4,70,1,8,99,25,28,1,1,0,2,12,1,99,4,70,2,8,8,28,35,1,1,0,2,12,1,99,4,70,3,8,8,35,38,1,1,0,2,12,1,99,2,50,4,8,8,38,40,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,1,1,1,1,3,9,9,9,9,9,9,9,9,1,2,98,98,98,10,8,2,6,1,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,29,30,80,98,1,7,13,97,997,8,98,7,99,998,99,998,1941,135
19,20,10,43,2,43,2,2,2,2,2,2,12,1,18,2,50,4,8,8,41,43,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,21,1,32,2,1,99,99,2,1,2,2,1,8,0,0,2,32,2,18,4,66,1,8,3,22,36,1,0,0,2,32,2,18,4,66,2,8,8,36,38,1,0,1,2,29,1,18,4,66,2,8,8,38,41,1,0,2,2,12,1,18,2,50,4,8,8,41,43,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,8,1,0,0,0,0,0,0,1,3,7,1,30,1,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,4,2,8,8,2,3,3,2,3,3,3,3,3,3,2,1,33,5,99,10,8,2,40,1,1,1,18,22,2,98,8,8,98,8,8,8,98,98,1,32,33,80,98,1,7,13,97,997,8,98,7,13,998,13,998,1938,130
20,21,10,49,1,10,4,3,1,2,1,2,10,3,40,3,54,1,7,1,45,49,5,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,3,2,98,8,8,98,98,2,1,2,1,1,1,0,0,5,10,4,1,5,75,8,1,7,18,27,13,1,0,2,12,1,82,8,137,1,5,5,27,30,13,2,0,2,12,1,47,8,137,1,7,5,30,33,8,3,0,2,12,1,40,3,54,1,7,5,33,35,2,4,0,2,12,1,40,3,54,1,4,5,35,45,6,5,0,2,10,3,40,3,54,1,7,1,45,49,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,34,1,2,8,8,98,8,8,8,8,98,8,8,2,8,5,2,8,8,1,2,1,3,3,1,2,2,3,3,3,2,98,98,98,8,1,8,10,2,1,1,15,18,2,98,8,8,98,8,8,8,98,98,1,28,80,98,98,1,5,1,5,75,8,1,6,7,998,5,998,1932,110
21,22,10,28,1,10,4,3,3,1,1,1,10,4,1,5,75,8,1,7,24,28,2,2,1,9,9,9,9,9,1,1,2,1,1,0,0,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,5,10,4,1,5,75,8,1,7,15,20,13,1,0,2,10,4,62,7,99,1,4,2,20,24,7,2,0,1,10,4,1,5,75,8,1,7,24,28,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,4,2,8,8,2,3,3,3,3,3,3,3,3,2,2,8,98,98,98,7,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,22,23,80,98,1,2,62,3,54,1,4,7,10,998,7,998,1953,73
22,23,10,66,2,10,4,3,2,2,2,7,98,8,12,98,998,8,98,98,65,66,3,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,10,3,45,8,257,1,2,1,15,18,10,1,0,2,12,1,45,4,66,1,3,4,18,21,2,2,0,2,12,1,34,8,121,1,5,1,21,25,7,3,0,5,10,4,1,5,75,8,1,7,25,29,4,98,98,6,98,8,14,96,996,8,98,98,29,31,98,3,0,1,10,4,1,5,75,8,1,7,31,65,6,98,98,7,98,8,12,98,998,8,98,98,65,66,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,2,8,8,1,2,3,2,3,3,3,3,3,2,2,8,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,25,30,47,50,1,7,13,97,997,8,98,3,13,998,4,998,1915,58
23,24,10,36,1,10,4,5,5,2,2,7,98,8,12,98,998,8,98,98,35,36,5,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,12,1,15,8,224,1,3,2,15,16,6,98,98,8,98,8,13,97,997,8,98,98,16,19,98,1,0,2,12,1,66,3,54,1,5,1,19,20,10,2,0,2,12,1,15,8,224,1,4,5,20,21,8,3,0,2,12,1,15,8,224,2,5,5,21,24,8,4,0,2,11,3,15,8,224,2,4,6,24,27,7,98,98,7,98,8,12,98,998,8,98,98,27,28,98,5,0,1,10,4,15,8,224,8,4,7,28,35,2,98,98,7,98,8,12,98,998,8,98,98,35,36,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,20,1,1,8,8,98,8,8,8,8,98,8,8,1,6,5,1,5,1,2,2,1,2,3,2,2,1,3,3,3,8,98,98,98,7,8,8,10,2,1,1,12,15,1,8,1,8,12,3,1,1,16,19,1,30,80,98,98,1,7,13,97,997,8,98,6,5,998,99,998,1945,101
24,25,10,56,1,10,4,5,3,2,1,1,10,4,1,5,75,8,1,8,99,56,1,2,1,9,9,9,9,9,1,1,1,0,0,0,0,1,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,10,4,36,8,140,1,9,4,15,20,4,98,98,6,98,8,14,96,996,8,98,98,20,20,98,1,0,5,10,4,1,5,75,8,1,7,20,99,1,1,0,1,10,4,1,5,75,8,1,8,99,56,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,2,8,8,2,9,3,2,3,2,3,3,3,2,1,8,98,98,98,2,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,24,26,44,51,1,5,1,5,75,8,1,2,6,998,4,998,1925,92
25,26,10,33,1,10,4,2,1,2,1,2,10,4,28,8,187,1,4,1,31,33,3,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,2,1,31,2,2,3,99,1,2,2,2,1,1,0,0,2,12,1,28,8,187,1,7,5,15,18,14,1,0,2,12,1,28,8,187,1,8,5,18,22,12,2,0,2,12,1,28,8,187,1,4,1,22,31,14,3,0,2,10,4,28,8,187,1,4,1,31,33,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,8,1,1,0,0,0,0,0,0,4,1,1,25,1,9,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,5,2,8,8,1,3,2,3,3,3,3,1,2,1,1,2,98,98,98,7,8,8,10,2,1,1,13,15,2,98,8,8,98,8,8,8,98,98,1,28,29,80,98,1,7,13,97,997,8,98,7,16,998,7,998,1948,131
26,27,10,66,1,10,4,5,2,2,2,2,10,4,98,2,47,1,9,6,64,66,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,2,2,98,8,8,98,98,9,9,9,9,9,9,0,0,5,10,4,1,5,75,8,1,7,19,21,4,98,98,6,98,8,14,96,996,8,98,98,21,24,98,0,0,5,10,4,1,5,75,8,1,7,24,27,4,98,98,6,98,8,14,96,996,8,98,98,27,29,98,0,0,1,10,4,1,5,75,8,1,7,29,64,14,1,0,2,10,4,98,2,47,1,9,6,64,66,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,5,2,8,8,3,3,3,3,3,1,3,3,2,2,1,9,98,98,98,4,8,8,10,2,1,1,14,19,2,98,8,8,98,8,8,8,98,98,1,21,22,40,58,1,5,1,5,75,8,1,2,11,998,6,998,1915,58
